"view_count"	"like_count"	"dislike_count"	"duration"	"id"	
121681	4781	129	1493.0	"Gs5FXWQTN6o"	
741870	22351	174	1769.0	"lyJafU8aYdw"	
134721	5138	147	1663.0	"_87Vg-Xev7A"	
340503	14021	136	1989.0	"02-4C9zl6pQ"	
157849	5956	139	2100.0	"HGQFl31h92s"	
1126560	37713	289	1659.0	"0XNPVE-tJDQ"	
137182	5273	89	1436.0	"SXR1l2CIMZE"	
430824	17853	99	1330.0	"qZc_nxgsryk"	
154894	5800	145	1453.0	"ER7hImJSOYc"	
293636	11124	102	1942.0	"yMUj-T8zn4s"	
182937	6864	188	1537.0	"C3iflvDmQ-M"	
306667	9299	97	1530.0	"vavZJ9oQvZY"	
187263	7377	200	1441.0	"uDRIakgEE34"	
199045	7680	127	1335.0	"JApixCIHpgo"	
506519	23297	186	1633.0	"d1N6QiFPUtk"	
209762	7781	189	1477.0	"2LEyTwI5yEs"	
310346	10192	80	1533.0	"o_qM_dsTSK8"	
239284	8541	156	1338.0	"jAlUZ-BXf88"	
484879	15790	158	1523.0	"PiqWpF6X5EM"	
267775	9429	196	1416.0	"WDeZmLlic14"	
341748	9783	88	1245.0	"U8LYm5dc-Uo"	
480512	14532	318	2022.0	"UfVU2kjinz0"	
290142	9490	98	1494.0	"R6p2XUFBoZA"	
411323	14079	471	1864.0	"cD3v73G2zRU"	
480614	15042	115	1505.0	"u1mrUAJFOyE"	
334363	9786	95	1493.0	"LXNocbireq0"	
328732	9027	104	1291.0	"y06ttzMpcus"	
474537	15808	133	1445.0	"K0EcxCoZN50"	
313108	9763	118	1458.0	"lU-OE90Wth8"	
345670	9460	108	2034.0	"bsDa-OeJk48"	
456261	16425	131	1579.0	"zE0eyRugVEg"	
358958	9839	120	1406.0	"0UU7qu9p3RA"	
292661	8022	137	1799.0	"FC6fRKZdY_0"	
322875	9330	116	1300.0	"r2aMCRvtGA4"	
497650	14696	125	1463.0	"GjQtSU3oHsE"	
362833	10624	99	1651.0	"NAbs2N6SHeI"	
359573	10005	98	1657.0	"dpe2vY8W29o"	
509886	14820	133	1477.0	"PC23TgrlG6o"	
386417	10419	112	1580.0	"9J1k8ZASNYU"	
502143	10598	188	1987.0	"uQ4nGPd-bS0"	
491645	16495	305	1413.0	"jjJdk1rmuFs"	
264083	9226	114	698.0	"fLcnLdNvqCM"	
392282	10569	109	1518.0	"NM1Yi6W4-yQ"	
291807	9263	208	1745.0	"2jyTrqR5SVs"	
494632	14310	97	1360.0	"D2fEp1PuALg"	
326055	9183	100	1886.0	"Rmzx7A4b8wI"	
374104	9904	104	1928.0	"kR34qUlkdh0"	
470509	15970	113	1889.0	"ccNbsxeetdc"	
377290	11726	95	1918.0	"PxCapMnBtRs"	
427240	11724	133	1667.0	"XOH8DMDPJCg"	
367512	11292	94	1633.0	"sTYlh3MN73Y"	
491348	16708	125	1856.0	"qyDlgwzEO-E"	
561392	14814	120	2087.0	"GFsROLB667o"	
603612	14794	231	1752.0	"Yvy5FMebvXM"	
432837	14024	100	1429.0	"V6ticWMtSEA"	
239180	10427	239	1519.0	"SBeb7Ggmdws"	
368575	11615	81	1327.0	"bFQ7Y9C2Yp8"	
613335	16673	132	1700.0	"RHNWiq-Bd9s"	
546155	20024	155	935.0	"hBfU7w1ocYc"	
417421	13707	117	1574.0	"60tGIazFHrU"	
403416	11800	108	1581.0	"SjIJGuk135I"	
480801	14996	101	1659.0	"Ql_yPzI0UAw"	
376659	10573	90	1426.0	"fyLRbCa9ZU8"	
427775	13687	95	1254.0	"ZJPVq71HCbg"	
431850	12858	100	1559.0	"TWZFVy1pWpw"	
387472	10877	62	1660.0	"8Bxm0Yy2cmA"	
727433	19969	258	2913.0	"D9YQYeSRQ5c"	
369354	11906	84	1338.0	"teQS7G54MnY"	
440274	14812	78	1421.0	"ePlui8cooBw"	
374689	14689	81	1453.0	"UCqmvc40lcA"	
379809	11343	86	1628.0	"njeNIAl_oU8"	
400747	12029	108	1610.0	"UvuayTrMxKY"	
551891	19956	136	1256.0	"RT931wkVLlw"	
452783	13169	147	1512.0	"MRBoN3yrxD4"	
488843	11747	141	1815.0	"debdeF3JrUk"	
657659	18451	218	1536.0	"JWvU1NE0fuc"	
330269	8929	110	1623.0	"xwsy2TwQ6LA"	
565004	16866	155	1561.0	"6msajr7R9AM"	
374698	10752	86	1564.0	"FTWGkBdEiUI"	
451971	13134	99	1906.0	"bxKjlu4vnsk"	
368558	11211	94	1640.0	"HlJXJC1vuWk"	
536144	17035	115	1720.0	"bDycdAMcC1o"	
330984	9360	116	1659.0	"B9m8vXXP1Ic"	
379564	13053	100	1392.0	"SETI4hLMbVI"	
421400	11617	90	1412.0	"UcDnkF0Lnh8"	
496597	15910	87	1770.0	"9u2K7O8Et30"	
370743	12888	140	1475.0	"DG81819BTZs"	
400833	11533	101	1780.0	"wsQmMk0mZ_I"	
460381	15159	77	1741.0	"MPk_b4EpO-E"	
372313	11592	82	1701.0	"l_GCO2KRTVo"	
536185	14416	123	1671.0	"zYPCN2y5opc"	
380019	11643	96	1337.0	"N4xXiWZx5bE"	
499873	12051	144	1982.0	"Gqh5x2wkBqM"	
429553	13400	90	1738.0	"27argKfOi1c"	
481482	15442	93	1413.0	"nh9SqPytVCs"	
507669	12599	151	1654.0	"zqblBq-fUJc"	
417959	13907	184	1460.0	"ivtu0N92azg"	
434311	14199	107	2118.0	"JfZ2zcGM7DM"	
486825	14386	90	1405.0	"_pnqk105vkA"	
463553	12271	91	1829.0	"GCiv71SiMtY"	
417308	15055	347	1807.0	"VG4ZWgfPbvo"	
411254	14312	83	1619.0	"6XyOkGfn6yU"	
494103	15332	85	2004.0	"uUV1UtMmp1Y"	
482450	12896	132	1937.0	"1y4wF6q1C6M"	
365251	11265	63	1757.0	"iJ9ODPzmZUk"	
553244	14922	113	1878.0	"TzB-qcPm154"	
608491	12385	181	2069.0	"0WLs8-XF_II"	
470766	16344	103	1386.0	"fvoFOpj2xL0"	
443200	12587	99	1653.0	"Pk0eicNBdfU"	
393001	13269	90	1651.0	"8lcg7wGXeMg"	
572626	13538	148	2101.0	"MnlP6uGqksM"	
362279	10538	96	1923.0	"e0vsNxse1lY"	
558062	15793	115	1700.0	"7yOrBO98EvM"	
465870	15137	181	1456.0	"dLCcuGQsT7E"	
627656	17091	173	1755.0	"TcJ_qz0czj4"	
347711	10444	132	1656.0	"e5HzmaNHQVU"	
548157	17764	167	2025.0	"ZZpGgU2sf5U"	
1263262	29144	512	1888.0	"Uw12GbqWgSo"	
689734	21642	183	1684.0	"Xda-Ac41CT8"	
472597	12616	201	1069.0	"Oi6DiB2gSus"	
336065	10780	85	1882.0	"FeetVWkkVzk"	
617807	17848	133	1755.0	"wtoxSUl0xso"	
660172	18065	161	1837.0	"tHmlEylrO1E"	
391894	11991	115	1712.0	"JDgYQ91Phdg"	
544578	18426	141	1688.0	"J3CAFZ3H_Is"	
585071	16712	114	1978.0	"rFUDjmxS2-w"	
385361	11182	84	1487.0	"P4bcf6Ur-9w"	
472605	17264	92	1416.0	"BI1WgQyGhpg"	
513566	16191	100	1777.0	"tW1A8Q8HFys"	
389904	13521	89	1774.0	"AQRsIKqoXEc"	
459988	17892	73	1266.0	"gBShnoPuaOE"	
775575	19671	202	1582.0	"hmLSQGBXctU"	
447471	13524	101	1661.0	"DpNtD1JnC6g"	
497929	15600	97	1736.0	"Wf0SKeMBB3I"	
603790	17067	140	1914.0	"P4XZfriPaoo"	
407917	12996	123	1919.0	"PrHZqSg9DEE"	
505288	17784	83	1381.0	"YwtnVwssnNY"	
526488	16600	149	1610.0	"AM1bL033UrY"	
425837	12883	117	1864.0	"vsbGV010eD0"	
507965	18523	86	1351.0	"ZiiPmcOxDPc"	
534104	16711	97	1458.0	"xshwuWDb9lM"	
396812	12627	105	1866.0	"KnN9rkwMGeo"	
540538	19608	99	1374.0	"SUiLxKuFBOs"	
568357	17593	127	1678.0	"znNsDs2psmY"	
412395	14157	407	373.0	"_vMxBRj1RiQ"	
358334	12321	92	1640.0	"wWMS8bltgR8"	
493066	17041	146	1465.0	"qe_XaI_h050"	
676107	17473	151	1482.0	"VzDYS-bZVNw"	
398783	13106	122	1549.0	"sb4ZpKzBMRI"	
593361	15624	148	2148.0	"oyrh9if0aCE"	
519141	18073	163	1426.0	"2TMFQldMio0"	
528706	15502	123	1526.0	"dho3KHcerYs"	
420293	12964	93	1423.0	"X7ZEHTlmMVA"	
464347	14124	114	1606.0	"cWGybbdlr2c"	
631295	21529	143	1650.0	"ES4yNj5LaJY"	
371020	12093	95	1640.0	"LyAoTasq1So"	
703553	17433	204	2002.0	"_4L9yfhYC6w"	
525510	14242	118	1817.0	"EaYjtR105XQ"	
370213	13263	81	1695.0	"FVjRKdKn47k"	
490150	17280	137	2215.0	"wxdTfkPHOr0"	
436463	12960	142	1391.0	"9MdOM_j1hpI"	
413155	13251	106	1557.0	"CrzUuNbtJJc"	
374328	13553	117	1479.0	"26yk7kL4Lt4"	
346886	12682	93	1460.0	"OqBYWYCkTT4"	
520841	14658	134	1788.0	"WROCiQHOwfA"	
391963	12761	101	1886.0	"g5JiE9Ax7Lg"	
486471	14696	155	1657.0	"MjpWFCrfsLg"	
553524	15410	137	1471.0	"QsMtvZoyVKQ"	
379122	13324	94	1645.0	"l2CXyTRT5cQ"	
547177	17725	158	1707.0	"irBCLrP78Mg"	
509206	15165	107	2081.0	"RwZsBcrH9Rg"	
484282	16053	131	1793.0	"RIWfpum1Bns"	
451301	14447	129	1521.0	"nb6SKFwf5t8"	
493215	15341	167	1560.0	"tHt-tEB-hdY"	
558332	16505	142	1691.0	"xtWkQsRPWtk"	
492995	15608	137	1494.0	"KfydjqW92ik"	
440682	18515	149	1942.0	"nMFVeor-wlw"	
511837	15737	126	1601.0	"3Y_xyg-WelA"	
571841	17544	126	1424.0	"EJhPqiXwqlU"	
397388	13152	94	1455.0	"465lCak8HqY"	
503981	15905	154	1401.0	"O7zPbkpVFyU"	
480207	17609	311	893.0	"lVgjOFx6eJY"	
479269	14427	136	1617.0	"KxfzAN1sXvs"	
556431	17502	115	1963.0	"WmxFAeOMEQo"	
556802	15998	110	1608.0	"nflOxeo8Bko"	
410224	14299	114	1423.0	"CaqX3MgSXEY"	
500295	14892	162	1777.0	"4pznlGBbpWo"	
546798	16816	108	1390.0	"_zpP-K6dFJo"	
435457	15465	129	1463.0	"Ny51kj4jlh4"	
4139697	18695	354	1612.0	"ovhc2McevhE"	
618345	17359	140	1788.0	"Lol-2ZGr5Pw"	
419315	16453	123	1643.0	"msgQuI7J_P8"	
587617	17889	182	1723.0	"IEWkan9M3j4"	
378648	14438	87	1483.0	"bvu-G_zJ_6M"	
432674	14275	121	1588.0	"Rx_TKjhY97U"	
281992	10809	356	1276.0	"7VwGgSLwnmE"	
489592	14907	109	1380.0	"Yddq87pMvzw"	
272289	10339	62	1227.0	"gk8U-HvcpTk"	
391594	14125	104	1797.0	"-Z_a4EAtlgk"	
538724	15406	114	1583.0	"N6LKi5pYcYM"	
327118	10517	91	1223.0	"creeCiAGMR4"	
382599	13669	86	1682.0	"llTOyPxaeoo"	
469986	16168	132	1607.0	"nw2tNpVDeBg"	
286636	10823	43	1227.0	"gC0R2j8zSzs"	
602686	16306	222	1877.0	"CnwlogFCspo"	
339297	13346	76	1352.0	"XLXW_XxNgXg"	
398990	14105	107	1906.0	"jBXvy_fbtXQ"	
709511	20233	218	1764.0	"gps14PQT3q4"	
413459	12708	133	4207.0	"1MMbpr-YqSA"	
444179	16379	122	1645.0	"YmN8cy-8HL0"	
473519	14143	107	1607.0	"q5Jb-2uHvpw"	
368331	15162	72	1553.0	"XB_H6pz7xVQ"	
507419	15276	220	1728.0	"xk2I707SsUo"	
501390	18333	101	1784.0	"5oBqmYj2SzQ"	
1285741	41330	464	4749.0	"4TpTE3cdvjk"	
516305	18512	165	1771.0	"B1vXzmu9onk"	
411806	14498	99	1441.0	"d5EsGVRt9gU"	
431475	13358	141	2416.0	"XRri-yKHmvw"	
506261	19852	121	1654.0	"A-bXMO7WAew"	
408186	15205	91	1635.0	"OmRyzfPrI3s"	
562362	34972	195	1921.0	"SQS0ELi4eWk"	
447105	14743	108	1780.0	"DrZqAOyDDkE"	
989431	40856	511	2008.0	"mYyCMAQsW5s"	
513945	16180	139	1938.0	"lC5uQV4C51g"	
286256	9585	126	1348.0	"9Iz2D5vvp5E"	
427845	13224	146	1535.0	"4kzfDKktzOY"	
354991	13487	162	1347.0	"kyDsdpGfL2k"	
439079	14100	120	1690.0	"QYIwl1LC9U4"	
532097	16273	183	1771.0	"T7xcIlVw4HU"	
585842	15916	220	3306.0	"3n0_ohj4F4w"	
420701	12045	156	1354.0	"Ff0tQb6S8Bk"	
724020	22385	270	2468.0	"_UpD8fDnSZk"	
431632	14673	122	1530.0	"Jd_6lyzrh7E"	
384822	14744	107	1739.0	"E3m_H0J1vT4"	
448542	14872	119	1643.0	"WZhqQwbz_iM"	
458361	15277	121	1305.0	"Tus8IE3uF84"	
490658	15458	105	1274.0	"ZmTm9kCJGh4"	
472818	15390	122	1787.0	"hoc5JvNjAvk"	
470797	14827	113	1582.0	"NqF8EySZ9w4"	
545671	16227	165	2853.0	"XSffaNWRb1s"	
181652	8940	140	1525.0	"x-jEObj1EOA"	
452332	14028	98	1919.0	"_61rDjDjgTU"	
163290	7296	85	1145.0	"ity18nSz1hk"	
395780	14375	97	2105.0	"l-WGfdU8APM"	
178347	6533	71	1522.0	"GM1bvPBEVuE"	
574209	19763	163	1987.0	"xHeIYSfC5XY"	
344091	12644	122	1261.0	"zuI8F7An73w"	
199771	6762	75	1996.0	"gvB3mUtsrio"	
488050	15566	110	1679.0	"qtxtuJv6zCg"	
333664	11198	99	1237.0	"wzRYhMIb-UA"	
227600	7870	103	1915.0	"B-ehzDyeEjk"	
458768	15453	105	1521.0	"KkTEMfo_FlQ"	
380184	13719	83	1529.0	"Wm6-0pRc3xs"	
444704	12897	247	1763.0	"SlUc4qreFJg"	
534193	15354	161	2033.0	"h_IOPJYLe6U"	
147241	6350	42	1536.0	"eETwUPyKcQE"	
440037	14173	96	1391.0	"yt75NR1HGQ4"	
187803	6445	56	1265.0	"MMA8x7iSsSI"	
503425	16201	126	1945.0	"YSEFa2l1P9I"	
445834	13254	100	1795.0	"WxtUK4vcAfQ"	
149884	5667	55	1308.0	"g5Schs5RgEY"	
377181	13408	123	1548.0	"v6HCy9bvG-c"	
159652	6052	43	1344.0	"wuL1nk8DX1s"	
243687	11120	150	1814.0	"Ra4oPv8w9sM"	
502835	15667	137	2010.0	"6OwlUarfJls"	
139377	5835	38	1217.0	"zBifL9Q9Yfs"	
491252	16158	146	1726.0	"M7Hof0Qk6dQ"	
176123	6225	50	1397.0	"eGdU64STT48"	
502061	16097	106	1877.0	"ZpE1lEeCpOQ"	
184002	6433	50	1311.0	"TqtA1N6plFY"	
318989	10817	131	2015.0	"xWSWJESl9Yc"	
463530	16230	129	1763.0	"tcYJlKj-qeM"	
411092	14680	100	1416.0	"T_2KAqsNKd4"	
156019	5831	48	1300.0	"96HU0rSR088"	
485144	17956	124	1826.0	"0f9BPDHKMeA"	
167531	6411	34	1189.0	"ag-bU9wcHo0"	
471895	16464	116	1779.0	"xzSQ40LC7qo"	
147455	5747	48	1120.0	"h-Kxfz6JZ-8"	
490711	14107	143	1952.0	"U427Ec-jIeE"	
186659	6227	52	1151.0	"wdvjnwNYrxo"	
377026	13569	140	1913.0	"CfosiqM_XyI"	
203471	6983	68	1170.0	"LQVRxrdw4jQ"	
511258	22163	141	1592.0	"vRwC5Jki5W0"	
584178	16820	244	2374.0	"UQdnKTEx2Fs"	
178463	6475	52	1241.0	"MOFXqKGO2A4"	
490905	17830	130	1704.0	"o7-St2rmNF8"	
505416	18197	102	2103.0	"n8rWSckIG-4"	
539339	17215	128	1706.0	"RqWY80_fj6g"	
179336	6491	42	1219.0	"bRC4KpmVlGI"	
424481	14807	126	1679.0	"27w0ft-1GG8"	
212086	7201	70	1382.0	"NKJvX15sH-I"	
211056	6711	36	1313.0	"tVOABERKN60"	
502909	17471	131	1046.0	"3HH-twMMa9A"	
551989	17537	102	1736.0	"sGRI3ugZO_k"	
188229	6660	59	1282.0	"DfVlpjoMT-Q"	
495552	17962	125	1751.0	"BaKV-iFznMQ"	
208864	7043	57	1207.0	"aEPwHtWgQPE"	
511517	15442	105	2073.0	"wC8XntfTXeE"	
199112	7006	40	1280.0	"vTqrh5gNwZk"	
360092	13948	79	1417.0	"slr9Z0_pAGs"	
238405	7715	56	1228.0	"APe0O7xrbFE"	
342341	12287	265	505.0	"dRPTlq9gWTg"	
533959	17290	118	1675.0	"cPUMFmumY0w"	
210450	7237	40	1320.0	"lD9lP_I6t0o"	
359677	12828	73	1219.0	"vc27m4PMBz4"	
251186	4783	67	1759.0	"NHbt3eJyj0I"	
530113	17723	148	1518.0	"J6kRGHJY4FE"	
219152	7601	43	1282.0	"VikRxc9HoE4"	
354970	12537	93	1216.0	"2KbCpKAf780"	
221122	4983	80	1472.0	"-lXG87bJwgk"	
254354	8461	67	1344.0	"1cWIUdOJ8cY"	
365112	12917	89	1217.0	"mbF_6okL9Qc"	
520573	15802	112	2306.0	"l6s0LL5YUmw"	
363580	11475	93	1334.0	"aDG0kK97NH4"	
493563	17569	151	1346.0	"zYqzqCOQ3po"	
345910	14537	72	1565.0	"2dAjw6DpkxI"	
541177	18797	157	2466.0	"Gq49gTzKSD0"	
693200	24509	247	1933.0	"3i4eq_xbQkY"	
507819	16440	130	2050.0	"I1BXeLTpdtE"	
377251	14150	132	2134.0	"3Fu0NgNB4zI"	
493040	16378	126	1896.0	"xFYgFn0JUVU"	
517353	17376	125	1239.0	"3PiTvuS_ghM"	
579646	17042	168	2400.0	"tv8F_Vc5cuI"	
541555	19714	214	1768.0	"j5di_geBa_U"	
466673	15278	174	2173.0	"GOx-O3AuciY"	
459752	18775	118	1523.0	"nifBRsHMXas"	
226002	4861	56	1688.0	"SP_MLUb8Id0"	
511999	20833	170	1290.0	"M7ybuxbrU9s"	
208513	4726	58	1298.0	"VWZm37pPyNQ"	
383243	13981	104	1705.0	"0gkJ8glwjBE"	
187242	4375	46	1394.0	"TmtfA3IesHg"	
518353	15847	177	1849.0	"CfTELzA1Gnc"	
188483	4215	44	1311.0	"mvhAr_KMeH0"	
380181	15388	118	1563.0	"9uYowy-UxQM"	
184145	4380	43	1396.0	"B4KosdsbjoU"	
201373	4963	47	1266.0	"7NVLrRRU334"	
550826	17647	180	2061.0	"taDbwsst_0w"	
466417	17166	220	1599.0	"o-bIt-rDfdI"	
232101	4772	56	1407.0	"7YsThNwTyQk"	
278256	5207	94	1807.0	"0LEwYCZ-YfM"	
408066	17947	111	1849.0	"ooj4cOBSHaQ"	
197514	4996	58	1469.0	"SE_Uf0QYNQw"	
181821	5328	73	1652.0	"ZlgnFAuiEwk"	
470765	17645	178	1747.0	"2_EzumfsHac"	
191708	5050	56	1269.0	"t48yqHjLpGs"	
429259	17873	194	1600.0	"m-HAlO_0Ca0"	
198716	5195	64	1699.0	"i1C_lvYHiOE"	
466202	15821	178	2180.0	"2vmKglhloBc"	
152002	4495	55	1299.0	"bVK1RbwJ_zU"	
200263	5663	75	1997.0	"ALBZYhKn2E4"	
166982	4369	56	1593.0	"yE_XlJnX6tY"	
366330	14958	154	1514.0	"FiU0EMM8znM"	
152810	4185	82	1155.0	"VQw_W5086BM"	
489095	15500	158	1842.0	"qVLdi6gzvaU"	
165771	4335	47	1261.0	"DN-V61bqCoU"	
369521	14242	166	1941.0	"ZckBoUdwVUw"	
182288	4666	53	1746.0	"r5kMMmD6jaU"	
353557	12584	110	1341.0	"4WF0F6sEkEA"	
537438	15952	131	2282.0	"Fu4yazeFfVU"	
145638	4100	44	1469.0	"Rf7AQ3pGZ2s"	
332088	13927	149	1285.0	"OqWyiu9fq40"	
374207	15245	108	2152.0	"nrQ7jKLQAds"	
160166	4364	43	1296.0	"MMN3HlnMa1M"	
402176	16517	161	1511.0	"lE-baWIb-c8"	
172403	5149	67	2031.0	"GXReTjVKrY4"	
251587	8828	68	983.0	"R3ODIbiMq6s"	
340765	12202	102	1290.0	"OHWmdTRCXBg"	
438287	15453	166	1991.0	"Qzh4wH8K3mM"	
210510	6428	75	1775.0	"y-xOQrPG6a0"	
453817	16184	147	2095.0	"pp3o5iSHG7w"	
154137	6727	68	1083.0	"T7rsyn_OKVA"	
192650	5693	70	2088.0	"xCdS67rVkZw"	
415136	15323	175	2024.0	"P64UnZu34TY"	
182042	4704	48	1268.0	"uo5XYqOMR88"	
139839	5972	89	1234.0	"GOgj-syoHkY"	
328778	7337	100	2035.0	"NkvOG2uSgVU"	
235736	5081	72	1592.0	"WV_gFGnL23s"	
135872	5562	36	1270.0	"Rfp-aoIpDqU"	
376812	14209	145	1621.0	"9yOBfWulRmA"	
218094	6621	90	1915.0	"6c15MPJ_AGM"	
197102	4808	53	1420.0	"RXmwFmRvgjg"	
128295	5043	46	1244.0	"mrNSnaTv2Cg"	
239948	6946	108	1641.0	"w3cjGi4hBmw"	
395704	14792	174	1794.0	"ZmONw4YJsXk"	
209429	5079	72	1565.0	"Y_Wk0NMdMrY"	
133460	5361	50	1304.0	"y9cFH0SJkmQ"	
507913	11994	239	1722.0	"VXXFeeUJ52c"	
368436	15644	134	1534.0	"3J3-uCbQAss"	
128156	5402	57	1292.0	"h6MS9HdxChA"	
190197	4716	58	1980.0	"6waesrmvpQo"	
198476	5867	154	1235.0	"4AOSHjZPLXo"	
493342	15872	152	1786.0	"CmS9kTUbey8"	
224826	5332	64	1292.0	"yFx2jDxW5NU"	
378277	16287	161	1530.0	"dS46mMfhWQE"	
204769	5538	72	1334.0	"IiuHjzhSOrw"	
129534	5419	63	1247.0	"PJlkbSdks18"	
193075	9990	86	2060.0	"UQwDmapIUuw"	
235222	5898	76	1433.0	"XUjjje26PMA"	
132283	5666	47	1321.0	"4gvOIpZKo3o"	
438801	15733	181	1787.0	"QNylqmRqvqk"	
169661	5043	85	1359.0	"oXx3CMvyinQ"	
117756	5090	40	1248.0	"LMCduUdQDNI"	
348878	15184	170	1602.0	"N7b5eu8V0_4"	
183744	5240	47	2167.0	"HEC_V6w8DzY"	
120369	5185	67	1300.0	"2LVHqiXfX6Q"	
410135	15557	163	1699.0	"ys5UjfCiyA0"	
180027	5190	61	1565.0	"PX2wRe1cG1Y"	
131172	5489	161	1273.0	"Eed2SwRB5o4"	
459963	18336	194	1948.0	"Ovn-2ECFVFE"	
174674	5386	51	1576.0	"Dwdt2uRRTEg"	
134174	5718	65	1228.0	"hkpN5Tjy2yQ"	
191503	5585	79	1216.0	"2lotuSmBtnE"	
391901	15940	157	2019.0	"NBKLM2pxWwc"	
484441	16167	220	1796.0	"QjS0t5r0rQw"	
196737	6089	86	1862.0	"ElanOZfZGsQ"	
201751	6895	74	1940.0	"8vAJq9O15F4"	
657434	18420	241	2049.0	"pHLvl9eJhTc"	
211038	5640	63	1855.0	"G2AuDMnUbCc"	
147966	5818	79	1223.0	"SUPuaEpuaFw"	
409775	18147	146	1433.0	"uPzi7erplmo"	
163244	5117	52	1487.0	"EBJ0wDv4gT8"	
151205	6580	84	1433.0	"ZD21LIaKX8k"	
830487	19135	334	1797.0	"v_QqpeRbc_k"	
196325	5806	93	1940.0	"r4nHlQNF9pY"	
139430	6292	49	1305.0	"iKN1_Wr4WN8"	
646871	23156	251	2103.0	"BV3k882z6u4"	
225551	5736	91	1481.0	"KmM3ddCIsLc"	
138398	6155	53	1481.0	"H1bwpU288Gs"	
523968	16513	195	1910.0	"I3a0ux8gJxs"	
175365	5080	57	1295.0	"_HRpNr7VuZE"	
131062	5722	61	1318.0	"4obStV9C1qI"	
417283	18374	173	1325.0	"KIZT6lIk3JQ"	
231478	5554	61	1358.0	"bHAvHQ9sMo4"	
147646	5827	73	1294.0	"hx4qHMADc_w"	
417089	17164	154	1754.0	"f9vwZKiF40o"	
168588	5216	64	1198.0	"_q4KxpjyUMY"	
154441	6351	73	1255.0	"3wsLnl0I3E0"	
796150	19774	288	2197.0	"OnjiU8jij4Q"	
172495	5344	70	1386.0	"wQyQR8-nCpc"	
131558	5282	64	1197.0	"b1fRZh2GiSc"	
386773	15466	131	1209.0	"bisp6Mylris"	
193931	5317	105	1291.0	"Yp5TtlCrQ5U"	
149675	6198	64	1397.0	"sc5UxJcV0RE"	
166705	8310	79	1803.0	"ZijhV4l_TCA"	
187587	5203	73	1395.0	"0hq88k1zjMI"	
158279	6095	68	1391.0	"b0G4iTqL36o"	
739954	28842	260	2892.0	"LdlYMiX90yQ"	
216312	6106	82	1540.0	"oZLhwNZ7cdc"	
184352	6436	71	1294.0	"dZtUBxdCMaA"	
459080	17468	148	1948.0	"lmPsyKXPKdA"	
204132	5895	65	1377.0	"3KYWb7q7P50"	
126408	5207	58	1348.0	"tNcXwCeQgZ0"	
484292	18296	184	2553.0	"k-kxunoED0Q"	
215101	6134	70	1335.0	"Pa1diXhLWEQ"	
143975	5471	55	1371.0	"pWswDrjkbl0"	
358332	13973	184	1532.0	"eOgERkI3LrU"	
227396	6541	64	1560.0	"KYB0D1_NxhA"	
143306	5732	63	1332.0	"tv1XIBnh8SE"	
392613	16688	149	1433.0	"45dJ_52WmiQ"	
283764	7095	90	1360.0	"Y4Lqg0FX8bc"	
154820	5928	53	1508.0	"ounCxuzo1Os"	
420425	18886	168	1552.0	"jx5fHC8rx0g"	
293646	7501	83	1877.0	"-0FirJZodOo"	
148049	5765	62	1343.0	"8ogClkivGkA"	
502876	16389	244	1974.0	"-iZ0kI-IAVM"	
290402	7985	98	1787.0	"zfhna4Wuxdc"	
153197	6565	64	1362.0	"TSOlAG9KJyI"	
531445	13764	234	1443.0	"lGIuHbNwZRM"	
162248	6257	69	1417.0	"7EQ-GsBqI3M"	
182557	13487	166	1497.0	"TQ8mtVU0br8"	
414199	18306	151	2098.0	"iKyPftPzCxI"	
150758	5481	52	1338.0	"ex-_UWZLkEg"	
372774	14852	150	1633.0	"ESliNUzN-lQ"	
170106	6650	75	1256.0	"nGXPW2S3Sag"	
191500	7377	61	1280.0	"QN-qn1ZYcik"	
464288	18699	187	2284.0	"CAzdZzCiyJ0"	
80576	4738	67	1521.0	"ruassYQzzT0"	
496237	14816	164	1801.0	"ysL-2NuXYL4"	
191333	6901	69	1266.0	"4lsVtVn2OnY"	
420674	14827	157	1812.0	"3XtivU9fP1Q"	
490561	17024	202	1868.0	"F1LTkZMZQ50"	
178312	6647	74	1449.0	"6ANrnQlcPc8"	
239089	8346	72	1442.0	"HBL6ZE12MXo"	
375859	16601	135	1435.0	"dSZ-n2JqQ_c"	
80642	4026	105	1728.0	"9NuCCPpQLbQ"	
328816	10598	163	1269.0	"Sp2gZpGados"	
557445	16472	169	2068.0	"ZoksdsraW2I"	
383396	17588	133	1791.0	"-hKm2MEC8uc"	
79003	4225	95	1157.0	"ozvrDRBtb6w"	
421601	23475	210	1762.0	"Pq6nN4LR1as"	
495410	20160	178	2389.0	"wsnykrSo0RI"	
470388	18304	177	1827.0	"YCCI8hyb5tk"	
106766	4496	198	1452.0	"6F7v4KwZB_o"	
629245	17665	251	1980.0	"MzzaP7NS3rM"	
476681	18475	182	1396.0	"vdIUyDmXU_k"	
108932	4877	149	1399.0	"qcGHTriJ3LA"	
496327	16619	269	1736.0	"mlClrreJtT4"	
110578	5671	152	1485.0	"dI7ZzDAZ-yo"	
411179	18212	133	1651.0	"cDF9UoBRHUw"	
238954	12416	462	1711.0	"3Cw-hCd2BmI"	
432676	16848	192	1515.0	"6SaFdmTeb_o"	
493128	20319	203	1578.0	"eHKuDtZoaLY"	
479946	15792	151	1615.0	"4ZRg9-8NQVw"	
514178	17059	227	1536.0	"-u5ltSMnyaY"	
